NAME,CATEGORY,VIEW1PERMISSION1,VIEW1PERMISSION2,VIEW1PERMISSION3,VIEW1PERMISSION4,VIEW1PERMISSION5
"""Next Learning Platform""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Quipper""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Guidde""","[""learning-development"",""productivity"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Aternity""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Screencast-O-Matic Video Editor""","[""education"",""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""NovoEd Connector - User Level""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Remote Team""","[""human-resources""]","""Settings""","""Profile & Contact Information""",,,
"""TIMIFY""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""DocuSign eSignature""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""eTermin""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""BlueBird""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Quoox""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Zola""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""GoodPage""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Salesmate""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Apptio Cloudability SaaS""","[""analytics""]","""Settings""","""Profile & Contact Information""",,,
"""onPodio""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""bookitLive""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Secure Registration Forms - Donations & PayPal""","[""marketing""]","""Settings""","""Profile & Contact Information""",,,
"""Fusion Remote Bot""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""ScuolaSemplice Host""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Codimite-Archiver""","[""content-and-compliance""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""AppointmentThing""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Nectar 10 - Demo""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""EngageBay CRM & Marketing Automation""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Schoox Academy Integration Zoom Webinar""","[""education"",""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Nitte""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Tou by JGU""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Newfold Online Scheduling""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Fernus""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""Pyrus""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""PowerLesson 2""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Dreamaker.io""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""Dr.Works""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""MyKademy""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""VET Campus""","[""education"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Provider BC Clinical Portal""","[""health-wellness""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""ExlyApp for Zoom""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Workplace Insights""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""TrustedPeer MentorLink""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Cyrano Systems""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Prescribery App""","[""health-care"",""health-wellness""]",,,,,
"""Buyers Kitchen""","[""sales-automation""]",,,,,
"""EdCast Courses and Events""","[""eventmanagement"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Dotcal""","[""scheduling-calendar""]",,,,,
"""TimeLab""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Rangr""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""comiru""","[""customer-service""]","""Settings""","""Profile & Contact Information""",,,
"""Franchise On Cloud""","[""eventmanagement""]",,,,,
"""Beam""","[""content-and-compliance""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Zoho Desk""","[""customer-service""]",,,,,
"""Envise Pinpoint""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""GForge""","[""team-collaborations""]",,,,,
"""e-ful""","[""health-care"",""health-wellness"",""learning-development"",""social-activities""]","""Settings""","""Profile & Contact Information""",,,
"""Bricleir""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Engaging Networks - Dallas""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Kintaba""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""OnePgr Deal Room""","[""analytics"",""productivity"",""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""WorkHint""","[""health-care"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Nectar 10 - US""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Udentity""","[""education"",""marketing""]","""Settings""","""Profile & Contact Information""",,,
"""Rollcallz""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Workato - EU""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Remota""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""rsvpBOOK Session Webinars""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Watton""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Voxpopme""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Peer""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""VideoKen AI""","[""recording-transcriptions""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Nearness""","[""marketing""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""10er Karte""","[""eCommerce""]",,,,,
"""Acado""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""MeetOnline""","[""scheduling-calendar""]","""Profile & Contact Information""",,,,
"""plumedot""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Fettle""","[""social-activities""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Wishpond""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Tread""","[""health-wellness""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Bookd""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Productiv""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""10to8 Scheduling""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Yva.ai Connector for Zoom""","[""human-resources""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Modjo""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""GReminders Scheduling and SMS Reminders""","[""health-care"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""GoodTime Interview Scheduling""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Vectrix""","[""content-and-compliance""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""WellnessLiving""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Team Games""","[""games"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Echo360""","[""education"",""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Global Relay Archive for Meetings""","[""content-and-compliance""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Path LMS""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Book Like A Boss""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Modern Hire - AU""","[""human-resources""]","""Settings""","""Profile & Contact Information""",,,
"""Bardeen""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Spinach.io - Crush your daily standup""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Chronus""","[""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""Theta Lake for Zoom Chat""","[""content-and-compliance"",""financialServices""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Appointy Meetings For Zoom""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Retain.ai""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Shared Backgrounds""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
